"text","label"
"梦见一家三口搬家，不知道为什么搬家，不知道新家是怎么得来的（不是买来的新房子），搬进的是楼房，不是平房，东西都搬进去之后我爸就出门办什么事去了，我和妈妈在家里收拾新家。然后就觉得新家很奇怪，在卧室里好像有坟一样的东西（不是鼓个土包的那种坟，是水泥的平地，好像也没有墓碑，外表看起来不是墓，也没有坟墓的明显特征，但是我们知道那是坟），家里好像有点刮阴风，我和妈妈很害怕，就想搬出去。通知爸爸回来和我们一起收拾搬家。有楼上的邻居从门缝里向我们家里看，邻居没有什么表情。我很害怕，去关门，发现门关不上，也锁不住（锁是插销那种的，对不上去，所以锁不上），我使劲的关，关没关上我就不记得了，然后和妈妈一起收拾东西，拿袋子把各个房间里的东西都装起来，我很害怕，口很渴，但是想快点收拾东西快点走，连水也没喝，然后爸爸回家了，一进门楼上的邻居也都跟着进来了，面无表情的在我们家里走来走去的到处看，也不跟我们说话，不友好但是也没有敌意，就是很呆滞的那种表情。他们拿走了我们家的一些小东西，好像有苹果之类的，反正全部都是小件的东西(不知道是他们自己拿的，还是我们想尽快搬出去，嫌小东西搬来搬去的太麻烦而送给他们的)。拿完东西之后他们就出门往楼上走了。我跟着跑出去在楼梯上拦住他们（我当时好像有点气愤，因为他们拿了我们的东西，所以我对他们的表情是有点愤怒的），我从他们手里拿回来了一些属于我们的东西，他们没有反抗，没有愤怒，还是呆呆的，完全没有表情。后来就不记得了。我很少很少做梦，这回做了这么个梦，而且记忆还比较清晰，心里感觉特别不舒服，希望大师能给解一下，谢谢！","03"
"梦见橡胶管缠绕，管子里全是酒，好几个人必须把酒喝完才能结束，已经好几次了。而且基本上都是喝完酒的，而我自己喝不喝感觉不明显，到最后好像别人都是喝到不行了。缠绕在一起的管子最后剩下的也不多了，好像也不再缠绕不清了，就稀稀的几根","03"
"梦到被坏人抓住，那个坏人右手拿了半个盆子，她抓住我的衣服，我始终逃不了，我不停叫救命，这时，一位帅哥大明星穿着粉红色衬衫，于是，他便就了我。好可怕--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------呜呜呜呜呜呜U呜呜呜呜呜U呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜","03"
"昨晚梦到一船的和尚，分船两边整整齐齐的坐着，一声不吭，从上望下去光溜溜的头，大小一样，好似一排罗汉，庄严肃穆。此船在前面行驶，船后还有一艘类似龙舟的红色的船，只有一个人在龙舟里。龙舟后面还有一艘普通的船跟在后面。河面好像很平静。反正三艘船都很安静。","05"
"和一个人山里像游戏中一样相互攻击，把对手打成骷髅头但其它身体部分正常的人，帮助自己的几个人也有受伤，最后不计前嫌帮骷髅头及帮助我的人“回血”，让骷髅头回人形，我提议去魔兽游戏中的生命之泉，却遇上各个部落争夺它，这是玉帝出现帮忙，后来又遇到佛祖帮忙佛祖说这时候要用金字佛印，就发给我们金字佛印。","04"
"开始有很多朋友在老家一块农地里一起吃东西感觉已经吃饱了，不知又换了一个场景与爱人一起吃东西，自己吃到问我爱人什么时候而且还不停吃感觉还能吃得下很多东西，爱人在用餐中又遇到一个人，他问我爱人什么时候把谁的钱换上，为什么把手机号码换掉？","03"
"梦见去世的弟弟和活着的弟弟，穿着崭新整洁的西服，里面的白色衬衣，也是新的，他们张口笑着，我看见他们的满口牙齿有好几排，占满了下部的口腔，牙齿看上去，很锋利的样子，并且十分洁白；还看见爱人的牙齿也是这样子，很白，但是是两排，排在下口腔的牙床上。","04"
"梦见我跟几个舅舅及家人在一起吃饭，这时外面来了一个年轻人送来很多汤园，说是我三舅派他送来的，（其实我三舅已死了几年了，但梦中他没死，而且过得很好，好象还是一个官员了，具体是什么官有些记不起来），汤园里面包着的是肉，请大师解梦，谢谢！","03"
"老是梦见我嫁人了    嫁给不喜欢 或不情愿的人     哭的.....梦过好几次了第一次梦我妈让我嫁人了   我不想嫁   心里特难受     第二次梦见要嫁人了 特不愿意   昨晚直接梦见就是嫁人了  我不愿意   还要闹离婚","04"
"昨夜梦见已经病逝四年的奶奶 梦里的他好像还没有死透 但是也好像是死了没有埋葬 好像是僵尸那种她的样子是那种干干巴巴的 而且还说话 说她不想死 我们一家人都在那哭要去埋她 装进棺材但是没封盖 ， 然后他不肯死又准备把他拉回家","02"
"梦见阴冷的深夜自己因为父母不在家而我自己也没带钥匙，所以去现实中还活着的同性朋友家里住（我是女的，现实中我根本没去过她家）。    她是我现在高中班上的正班长，她不是那种柔弱的女生，她是着装打扮比较中性，性格和外貌都有点偏男性的短发女生，我高约一米五，她长得比我高一点。她学习很好，是拼命学习的那种学生，她也承认学习很难也很累，有时她有一种快要死了的感觉，但一直都死撑着。现实里我很喜欢她这个班长，因为她成绩好、人好，而且和我一样也是O型血天蝎座，尽管事实上她和我交集并不多，我也没怎么和她说过话。   梦里我很开心地去我这个朋友的家。然后她让我坐在客厅长椅上休息，这是一个用钢铁做骨架、垫着有点硬的棉的长椅，说实在的，坐着这长椅并不舒服。当时她站在墙边微微低着头，我只能看到她的侧面，而她刘海的阴影导致我看不清她的眼神和表情。我环顾四周，发现她家里物品和摆设的颜色都是冷色系，只有黑、白、灰三种，而且只有客厅的那盏昏暗的灯亮着，我察觉到这里散发着一丝阴凉的气息。她告诉我，说她自己想要回家。我就觉得奇怪，我心想难道这里不是她的家吗？   接着我想到自己父母是否在家，就用和现实中一模一样的黑手机给我父母打电话，结果不是不通就是已关机。   然后我又看向她，只见她走过来站在我面前背对着我，低声说她想要回家，现在就回家。我觉得不对劲，就坐在长椅上伸手抱住她，没有站起来，接着问她到底怎么了、还好吗。她低声说了一两句话，大概是关于她自己的感觉和想法的，但因为声音很小，我也听得不太清楚。   她背对着我，她不再说话了，忽然有什么液体滴在地上的声音，然后是扑哧一声，好像是什么液体突然迸出的声音，似乎有更多的液体流到地上。我低头一看，竟然是一滩殷红的鲜血，鲜血在黑、白、灰背景的衬托下显得格外刺眼。   我被这个景象震惊了，就赶紧站起来抱紧了她，我叫她的名字，甚至连名带姓的叫她也不再听到她的回应（平常我叫她名字不带姓）。梦中我的直觉告诉我，她自杀了。但我不知道她是为什么要自杀，也不知道背对着我的她是怎么自杀的。   我喃了喃她的名字，接着我沉默了，我轻轻地松开抱着她的手，让她倒在长椅上。但我从来没有看见过她的正面，她一直背对着我。我悲伤地望着她的短发和背脊，看着她略微翘起的短发，我不由得想起了日本动画《银魂》中男主角坂田银时的身影（坂田银时是我最喜欢的动漫角色）。我默然又悲伤地站了一会儿，便转身向门口悄无声息地走去，打开门，我的动作停了一下，我没有关她家的灯，最终我决然地关上门，离开了她家。   出来已经是脚踏着大地，到了街边，我抬头望天，只见一片漆黑，没有月亮也没有星星，阵阵冷风从我身边吹过。我倒吸了一口冷气，她自杀的情景又在我脑海浮现……   梦里印象中，她是在高一下学期开学前的几天自杀的。   开学了，班上的同学们集资在学校里建了一所约9平方米的小房子，房子内的墙壁上刻有黑色的全班同学的名字，其中她的名字被刻在墙壁的中央，她的名字比别人的名字大一些。我也看到了我的名字。班上所有的同学也依次进入这个小房子，表示对她的悼念，每个同学都沉默着，表情庄重而严肃。   我又想起了她临别时的情景，心中溢满了悲戚哀伤。走出了那间小房子，我回头又望了一眼那小房子，只见其他同学还在那里进进出出。我满心哀伤地离开了那里。   不知这个梦是什么情况、意味着什么，我第一次梦见现在的同班同学自杀。她是一个值得我仰慕的人。","04"
"昨晚梦见老家房子和妹妹家房子被风吹倒塌了，我现在是未婚恋爱中，老家的房子父母哥哥嫂子们在住，妹妹家的房子是两层，他家是妹妹妹夫住、二层被风吹倒，还看到山上的石头塌下来把路都给堵了，请问这是怎么回事啊？","03"
"我梦到自消沟里漂着很多死尸大人小孩都有，我顺着消流的方向走，梦到臭水带着死尸流进了苹果园，我很怕就去找男朋友。找到男有友之后我因害怕全身发抖希望男朋友能给一个拥抱，男朋友却说我跟多人暧昧要求分手，还拿调了我的通话记录给我看，然后转身就走了，梦里我很伤心，这时候我的异性朋友出现了抱着我说不要哭不要怕那种人不值得我哭。这是怎么回事？现实中我没有跟谁暧昧，我也爱我的男朋友，但男朋友对我不理不采的我心里很怕！求解释","04"
"我们去一个地方，见地下冒出阵阵青烟，感觉很恐怖，于是来了很多人开始挖掘，先挖出一副棺材，当大家起出棺材时底下竟然还连着一副小棺材，再看周围时，好像好多地方也在冒青烟，于是大家接着挖掘，发现好像周围还有好多棺材，我吓得不行，不敢近前，不等挖出棺材，我就惊醒了，感觉身上没有劲","02"
"梦见在塑料盆中洗脚，一会不知怎的若干肉色的小蚂蟥从脚劲处往小腿上爬，边爬边吸血边长大，用手抓都抓不下，吓的我边喊边叫的往外跑，叫爱人给我找杀虫药，后来自己在门外的墙上找到灭害灵喷上后死了一些，有些已经变成蛹了，已杀不死了，醒了。  邮箱：248390195","02"
"梦见逝去是婆婆回家坐在床上与家人聊天，然后下床蹲下走了，消失了,我和大姑姐出门去追，大姑姐伏在我的背上痛哭，昏了过去，我大声呼叫让别人来救，这是从院子里走出了妹妹的孩子来帮我一起抬大姑姐，我们好像在沙漠里.......","02"
"昨晚，梦里好像是在一个小岛，其中一个女的问，她在哪里？为什么会在萝卜州（一个岛名）上。我往水面看，发现有人掉在水里了，有很多人，不知道有多少人。我和另一个男人一起去救落水的人，到了最后，有一个沉得太深了，没有办法救上来。但是救上来的好像全部都死了。那些人我都不认识的。然后我在旁边哭得很伤心，好像在真实中也有流泪了。前几天也是做梦，自己在梦里面哭得很伤心，但是没有原因，就是很伤心，拼命的哭，醒来感觉枕头都有些湿了。","04"
"我跟老公在路口把地摊收摊时碰见边上门头找事老公生气不管让他家给我们收桌子我跟别人说自己不能弯腰他们说叫你老公会回来收老公回头过来了一句话没说上来就跟别人打架把别人头踢了个洞血流不止老公这是第一次打人自己走了我陪着人家去医院看了一半我出来接老公告诉他自己在哪接着梦见忽然刮起大风落地窗帘卷着凳子把玻璃打碎自己害怕这是来个业务员很没礼貌的跟自己说话自己生气跟陌生业务员吵架接着自己被吓醒","02"
"当晚做了三个梦  第一个梦最清晰 看到前方一棵树 树上开满花 刚看到时是花骨朵 瞬间含苞待放 很是漂亮  忽然有只小鸟飞到我的耳边 它叫了两声就飞到那开满花的树上 我看到树上有个鸟巢 鸟巢的上边还有只小鸟  我这才看清楚  很感慨的说这不是喜鹊吗  好久没看到喜鹊了  还是很小的时候看过          第二个梦是在我打工的地方有一桶水 不小心把脏水弄进去一点点 老板有些生气说 都不要了 我说别啊 多可惜啊 留着拖地吧         第三个梦看到干树枝我捡了点 又看到湿树枝我又捡了点       谢谢帮我解答","02"
"梦见一扇红色的大门，这扇大门是在一个石头的房子上的，梦开始是关闭的，上面贴有黄色封条上且上面有字，我想看清楚上面的字但是看不清楚，而后我就自己进入了这扇门（不是我自己开的门，也不知道怎么就进来了），进来以后看到了又是一扇相同的红色大门，单上面没有封条了，然后我就醒了，感觉就是古代城墙上的2扇门一样，进入了一扇还有另外一扇，何解啊？","01"
"梦见修路，好多桥梁附近都有石头可以用，要拆除两家院墙，后来在一处填方处，别人却挖去好多石头去修自己的路，但对我方影响不大，对方说挖取的坑中发现金子，我到现场一看，先拾起小小的金片，后来又发现好多稍大的古老的金币，后来捡了好几个，后来旁边发现许多珠宝，又发现许多衣服，拿了一件衣服想把捡到的珠宝串包起来，打开后衣服里面用珠子串成好多，把发现的珠宝裹在衣服里面了，准备藏起来，让别人也去捡珠子，但他们捡了不多，对这些珠宝也爱理不理的，我就把捡到的珠宝及取到的里面带珠宝的衣服卷起来裹好，一起准备藏起来，怕被别人发现，然后就醒了","03"
"昨晚梦见我爷爷死了，（注：我爷爷已经死了十九年了）死在我现在住的房子的后屋，梦见他死的时候很瘦，出殡就在大墙外就烧了，我问为啥不去火化厂，阴阳先生说不用去那，在用火烧的时候我看到火了，刚刚烧尸体就动了，一会还坐起来了吹笛子，我害怕了就跑房后了，这时有个邻居脸色苍白的就过来了，像要抓我，我就跑，一边跑一边喊他被我爷上身了，我一个大婶还给用纸","04"
"晚上睡觉一直做梦，开始梦见不干净的东西，然后吓醒了。等睡着了，又接着刚才的梦做下去，做一段又吓醒，反反复复，一直做梦，最后梦到一个陌生人来找人杀人，被我看到了，把我左手中指割断，中间取出一根骨头，然后我正要出门，又看到那个人，他又开始追我，快追上的时候吓醒了。这是怎么回事？这代表什么？","04"
"前天晚上梦见由河堤斜坡往河里奔，去捉鱼。河里水很浅，鱼很多很大，我捉了很多，最后捉了条变异的金鱼，也很大。有点吓人。昨晚又梦见沿河堤斜坡往河里奔，河里有座风雨桥，我坐在桥顶，桥顶上还有个小时候的兄弟，河对面就是我喜欢女孩的家，我看见她爷爷奶奶在阳台，我看见她在做作业，我兄弟说那是你媳妇吧，我见过。那个女孩也看见我了，我不好意思让她看见我","05"
"自己家门前有条河 我在外面玩 发现很多人在河里救人包括妈妈 死了两个人 然后看见很多黑鱼 怕鱼咬家里人 就跑回家了 回家一看没事 之后有到河边发现一条白色的鱼水慢慢没有了它就变成了羊 家里妈妈是属羊的","05"
"外婆在世,八十高龄.梦的环境是我家客厅.爸妈都坐在客厅的长椅上各自做自己的事,我在自己房间里.梦里,外婆像是住在我家楼上.跑下来坐在长椅上哭,是啜泣,拿着纸巾抹眼泪,眼睛都哭红了.像是受了委屈.外婆穿着淡蓝紫色的连衣长裙.我从房间出来,喊了声外婆.外婆看了我和父母一眼,继续哭.","04"
"莫名其妙的就梦见很久以前的同学,初中毕业后,到现在十几年都没有在遇见过的.以前同学时期,关系也就一般般.就那种在普通不过的同班同学而已.!    我就梦见,在学校教室外走廊上,也记不清当时我是在和哪个同学聊天(就只记得我是在和一个同学聊天),然后莫名其妙的他就走过来在我胸口刺了一刀,然后就发生冲突,刀在他手里,我也不知道是怎么搞的,他的手掌不知道什么时候被刀割来断了一大半,然后就是血,我衣服上都是血.   大致就是这样,还有一点点很模糊很模糊的记忆就是,好像后来还被老师和同学一起说了我们半天.!    总之就是一个奇奇怪怪的梦,哪个同学自从我们初中毕业后,一只到现在,10几年了,都从来没有遇到过一次.这梦寓意个什么情况阿.  我很少做梦,非常少,一年最多也就只会有几次,不到5次做梦吧,非常少.但是最近,也就是2013年,这一个月,我都有2,3次了,那2次很模糊,也觉得没啥,但是这个梦,奇奇怪怪的,到底是在寓意个啥情况,谢谢.!","01"
"河里发大水，我和儿子河边看水， 突然从河对面人家后院逃出一匹母马，口中衔着一只白鸡，踏浪而来，奔进山里去了。随后一匹公马也踏浪而来，同样衔一只白公鸡。到了岸边，前腿使劲扯鸡头，看着白公鸡已经没命了。这时候母马又衔着白鸡从山道口奔了回来。","05"
"梦见被一只大狗咬腋窝,不疼,没出血,后来大狗走了，有人提醒我伤了没有，我才看腋窝，自己看不到，让别人看的，说有印，于是我开始往防疫站走，准备打预防针，后来又梦到很多人在看什么，原来是在浇水、种菜。请问意味着什么?","06"
"我梦到去洗澡，洗澡的地方是小时候经常去的那家。脱完衣服后没洗成，就与一个认识的人打仗，但我俩都相互认识，不是特别熟悉。然后他用手把我的金项链扯断了。扯断后他还要管我要一块。我没有给他，之后我就上楼回家了。","02"
"听见有人撬门的声我就去问，我说这是10楼不是九楼以为是走错层。然后中间的女的跟我搭话，然后跟左侧女的假装走了，但是我还听到撬门声，就把门中门打开看见还有一女的蹲下面撬门，见败露那两人就回来了，继续撬门，我把走廊灯打开看见左女子手持水果刀，然后见灯亮就把猫眼给堵上了，然后门就被撬开了，正巧隔壁回来一女的，左女就用水果刀给她划伤，我趁他们分神立刻踹了拉开门的那个人，把门重新关上并反锁，就回屋打电话，110电话怎么也打不通，不是号拨错就是没声要不就是没人接。然后给我妈打电话教她暂时别回来，帮我找两三个身手不错的男的立刻来，她说没事然后就不搭理我。然后就醒了","01"
"昨晚后半夜，梦到已经去世7、8年的父亲快要死了，临死前突然坐起来，将身上的存折条子等都掏出来给我们，当时有母亲、妹妹、姐姐、我和侄子（弟弟家的，梦中大约10来岁）这些存折等姐姐整理者，母亲拿过一个，说这个没有多少钱给侄子，侄子没有接，也没说话。我握着父亲的手安慰他，父亲大哭，不一会就觉得父亲身体变形，身上有很多手，我想躲，妹妹也拉我但是拉不出来，我虽然离父亲远了些，但是父亲的好几个手拉长变形了，都抓在我的身上肚子上，然后就吓醒了。","04"
"梦见自己跟一个亲人（具体不知道是哪个亲人）在走路，一个小孩子故意放他的狗过来咬我，但是狗没咬到，蹭了我一下之后脚上就起了奇怪的疙瘩的和疮，并且排的特别整齐，再往前走就看见好多好多鸡，里面有很多看上去特别凶的公鸡，然后我就一边吓唬着它们一边往前跑，最后有一只白色的大公鸡追出来，要扑过来的样子，然后我就被惊醒了。","06"
"做梦梦见4只大白公鸡在一起，然后过了一会儿也不走还在那里好像等着我喂东西吃。就在一个小范围内等着，好像是一个小屋子里。","04"
"2013年02月16日中午午睡时梦到自己用手拔下下牙右边最里面一个大牙，拔碎了，感觉会磕牙，于是又把碎牙拔掉好像有粘糊糊的血，好像在以前那种蹲坑的公共厕所，好像把血弄得厕所墙上都是。公共厕所里还有不认识的一些人，上班闹钟响了，就醒了。","02"
"一个农村的那种厕所，到处是屎，里面外面都是特别脏，边上有棵神奇的草，梦里告诉我说出咒语它就能完成任务，我发出指令，那棵草就像阵旋风似的将大便什么的都收拾干净，而且将厕所变成被水泥抹的特别平整的一个平面，连原先的厕所坑也被封上了，我再想再用草把厕所坑挖开。。。就醒了","02"
"昨晚梦到很多蛇,在面前爬来爬去, 后来又碰到父亲突然出事故,好象是车祸,离开了我们. 我本就怕蛇,又梦到这样的场景,实在心理害怕. 另外,我现在是怀孕38周的孕妇,不知道会不会有什么影响, 请大师指点,谢谢! 这是我怀孕后第二次梦到蛇了.","04"
"梦见我家乡旁边的河水断流了，要修成路了，而我一点不知道很茫然，因为毕竟这条河是通往长江的一条支流，好多年枕着船坞的声音已经听惯了，真的要没了吗，后来梦里就是人家都在说，以后这座桥也不用了，因为到我家乡总要过这座桥，还有好多人在看河底里有好多东西的，","05"
"梦见凤凰飞进房间，燃烧盘旋，我似乎在和同学考试（我都毕业十来年了，只是喜欢写小说偶尔投稿参赛）我和几个同学不约而同拿出手机拍照，凤凰很漂亮（以前从没仔细看过凤凰图画，根本没想到会梦见凤凰，所以感觉这梦太突兀了）我拍了好几张，凤凰飞到我头顶上空，我也不怕火花掉身上举着手机就拍，就见凤凰腿烧没了毛，跟鸡腿似的，掉下来要砸中我，我一躲就醒了","01"
"最近总是梦到初恋男友。前天还梦见他说他不喜欢我。昨天又梦到他来学校接我，我们什么也没说，很有默契的又在一起了，甚至比以前还要好。现实中，我们谁都不联系谁，有些回避对方。都四年了，我期间好过对象，但现在还喜欢他，他虽然一直没有好过对象，但不知道他想什么。他期间找过我两次，但什么都没说。后来上了高中谁都不联系谁。我们都是比较执着不滥情的人，都","01"
"梦有些断断续续的，刚开始 好像是在郊外树林里，和家人一起走路，看到一棵大树下有两条巨蟒，一条深褐色，一条金黄色，又好像突然又有其它人在打那两条蛇，金色那条被打死了，不知道我怎么又拿着那条金色的蛇，之后又莫名奇妙的不知道那条褐色的蛇从哪里跑出来咬了我屁股一口，咬下来的时候发现是条眼镜蛇，不知道这梦是凶是吉呀，劳烦师傅给解读一下","06"
"和同学一起去郊游,然后不幸迷迷糊糊的都走散了,最后只剩下我的一个兄弟,我俩废了好大的力气,然后打听路才找到那些同学,然后有条河,我居然能在和上面跑,然后有2个老妇女在那给别人看鱼钩,我在水上跑一跑就被鱼钩挂住了,他们说鱼钩不是他们的放一边就行,我继续跑而且特别开心.最后就吓醒了...","05"
"和朋友一起逛街买东西付钱时发现自己的钱包丢了，然后跟朋友跑回去找又找到了。里面什么都没丟！  0                                                     是喻意什么阿？是好？是坏？","01"
"就是梦见不知道怎么回事就死了，然后到鬼界阎王审判我，我以礼貌待之，他也说我一生没做过伤天害理的事，对我的映像很好，我说能不能先不去投胎，他说可以，我就跟着一个穿白衣服的姐姐走，还向阎王行了个礼，他说不用谢。我还不能在阳光底下，因为鬼都是怕阳光的，受不了，那个白衣服的姐姐就在路上保护我。都来到了住的地方，晚上我突然发现，我可以用手机往人间打电话，我就给我妈妈打电话，她只是在哭。后来我又给我夫君打电话，但是他在睡觉，后来我以魂魄的姿势见到了妈妈，奶奶，姥姥，我跟他们说我在这一切都好，等到他们死了，我再去投胎。后来我就合计为什吗没看见爸爸和李舅呢，爸爸是在我7岁的时候去世的，李舅是今年年初去世的。我今年19岁。","04"
"梦见和前女友重合 她父亲知道了不让我们在一起 她哥哥叫了好多人要打我，我保护她一时措手摔死她父亲 跑了出去 叫我哥哥们 幸亏在旁边遇见我哥哥们  他们一起帮我打倒了他们，最后前女朋友误会的事情 我也解释 就和好了， 到底是什么意思？","02"
"刚开始是说那条蛇是条双头的，和其它蛇不一样，就是方头的那种，还有头顶上有个小尖尖的；放在一个类似于罐子的东西里面,围了好多人在看，我和我的家人也一起在看，但是突然那条蛇突然就从罐子里面伸出头来，吐着常常的信子，就追我和我的家人，人群就四处逃窜，那蛇就追着我们不放，大家就开始打它，最后不知怎么的就咬到我的手臂，后面手就肿起来了，其它的就记不太清了！","06"
"先是梦见给一个女孩穿鞋，给她试了两双，第一双是37的，比较大，然后我拿了一双红色的35鞋，虽然有点紧，但还是帮她给穿上了。梦见已故的婆婆，她拿着我儿子小时候穿的两只不同的袜子，对我说，孩子的袜子都穿坏了，想去买点布给孩子做袜子。我对她说，行，我去买。","02"
"梦见自己和一个孩子早外面逛街在一个大厦的时候买了一个雪糕被别人弄脏了再去买的时候怎么也找不到买雪糕的了 后来就回家了在回家的路上不小心滑进了深渊掉到一半的时候大喊救命被我的一群朋友用绳子救助了拽了上来。","05"
"梦到自己和公司的姐姐们一起去一个晚会（类似春晚的一种晚会我也不太清楚），姐姐们都在忙挽回的事情，自己站在门口（我也不知道自己在门口干什么）。看到羽泉从眼前走过（陈羽凡带着口罩），自己很惊讶眼前看到的，胡海泉主动对我打招呼就走了。 自己很兴奋躲在墙角做暗喜状。 胡海泉又回来问我刚才怎么了，我说我很兴奋见到他们。他问我多大，我说十八。他说他要是四五十岁找个比自己小二十岁的还行，我说 有什么不行 你现在反正也快四十了，我记不清胡海泉接下来说什么了，我回答他的时候提了一下我妈再婚时候的事情。（我在大门口看到羽泉进去的造型，和胡海泉出来找我的造型不太一样。海泉进门的造型很帅，但他出来找我的造型戴了一副眼镜，米白色毛衣，总之有点土气）","01"
"在我奶奶家门口。梦见了一条蛇。不是蟒蛇。有木有毒也不知道。但是当时我很害怕，那蛇会跳，一蹦一两米高，我跑到奶奶家里面，当时还有我表哥在，然后关上了大门，蛇在外面。但是大门的下面没放蹄趹，当时也是怕他从下面进来，然后一下子好像那蛇跳了进来，我哥叫了一声吓我一跳，然后没有蛇才松了口气，但是我觉得我屁股后面好像被个小东西咬了一下，我想应该是那条蛇，当时吓坏了， 我一摸屁股真是有个小东西在我屁股上面，然后就被吓醒了。","06"
"今天中午睡觉时梦见了我家中出现了一只比老虎小比猫大的动物，它有点橘红色又有点今色，似乎没发现我在边上，但是我还是躲到房间里关上门，突然发现手机没带进来于是又趁它去别的房间的机会迅速的将手机拿来，刚想挂电话给我爸，恰好这时我爸就在开家门了，然后我冲出去，发现那个动物已经死了。","04"
"跟别人比赛跑步，跑的很快，然还和朋友去很大的地方去吃饭，进屋时先脱鞋，把鞋放在里面，怕丢，然后在公共洗浴的地方洗澡，洗完了澡要开柜子的时候发现许多的人在穿衣柜前排队在，自己的柜子大开，手机不见了，钱包里钱和卡不见了，但钱包还在。","04"
"清澈的河中间有一条路，我走过去，看到有几条鱼杆放在那里，鱼杆旁边没人，水很清，明显可以看到有很多大白鱼在游，然后一条鱼杆上有一条很大的白鱼，它挣扎着，然后鱼杆快被拉下去了，然后它就挣脱鱼杆跑了，然后过来一个很高的人，我给他说你的鱼跑了，然后他在另一个鱼杆上很费劲的拉出一条鱼，也是白色的，但是比跑的那条鱼要小，但估计也有四五斤吧，然后那个人","04"
"我在外地收破烂的..有一个院子..那天早上8点多醒了.又睡个回笼觉.梦见我和几个朋友在外边吃饭.吃过饭又讨论做什么才能挣钱.然后我自己在回家的路上走着走着困了就再路边睡着了.睡着的时间是中午.太阳当空.迷迷糊糊的醒了然后去找回家的路.到家了发现家里的地方.门和现实中不一样.现实是在外地.梦里变成老家了.现实是铁门.梦里是木门.梦里门被撬开.家里杂七杂八的东西全被拉走了.我第一反应是邻居干的.因为我回来的路上看见邻居家有个大车.车上装的有东西.然后我就去追..再后来就醒了..","02"
"梦见自己领养的小女孩动不动就拿自残来威胁 她需要剪指甲 说是要到专门指甲店去 我掏出指甲刀要给她剪  而她顺手检起一片破镜子 往手臂上划 伤痕很深 但我觉的她感觉不到疼 她手上好像大概有4条旧伤疤 没有办法然后我只有带她去剪指甲 却迷了路 在一个地方转了好多个圈都找不到出路 路上碰到一老太太 她告诉我怎么走出去。突然老太太见到小女孩从手中丢下了一片她的肉到地下 上面还写了4个字【 忘记了写的是什么】感觉好像是形容小女孩是扫把星  那个老太太见到地上的肉皮 就大叫了起来 你是陈小花吧 边说边走回她的家前就不理我们了 我看了小女孩 知道她们认识 她是那老太太的孙女 不过好像没有感情 小女孩看着老太太 眼神很冷淡 却什么都不说 那片肉呢是从她胸口的位置 她自己割下来的 后来我就吓醒了 对了 我梦到她长一身的毛 手臂 手指甲 和鼻孔里都有 她使劲拔鼻子里的毛 感觉她一点都不疼 这就是她要去剪指甲的原因 因为手指甲上都长了毛 她自己拿着破镜子 割指甲上的毛 却把手割破了","01"
"梦见我的左手指被电击断，没有流血，也不痛梦见我的左手指被电击断，没有流血，也不痛梦见我的左手指被电击断，没有流血，也不痛。好像是在下雨，，院子里我和同事取暖喝茶，院子里的乱接的电我动了下，就击断我左手食指和无名指。","06"
"梦见在一片庄稼地里被亲戚家的大狗咬了手   当时好像是恶狠狠的要下去，后来又有点不忍心咬了  狗好像是用嘴里没有牙的地方咬的   感觉力量很大但没有出血  感觉当时  手背上有个黑色的印子 好像是淤血","06"
