text,label
我是一名女士，53岁，昨晚梦中的情境：上楼时，看到已故男同事在旁边上坐着，我与他打招呼，问他什么时候来的，他说早来了，我说到底是什么时候来的，他说来了三天了，他又说：好长时间不见抱一下吧，我就与他拥抱了两下，这是怎么回事,12
在梦中看到她，然后场景是我经常呆的地方，是爷爷住的地方，我们畅谈，然后她喜欢的那个人就出现了，说是要回去，我就很失望，但最后要我去送她，可是我发脾气没去，等我开始着急的时候，电话就怎么也打不通了，然后就我一个人怎么也找不到她，然后就突然醒了,7
具体忘了，只记得左边下边的大牙先后掉了两颗，一颗大的，一颗小的，但是没有血，也不痛。只记得左边下边的大牙先后掉了两颗，一颗大的，一颗小的，但是没有血，也不痛。只记得左边下边的大牙先后掉了两颗，一颗大的，一颗小的，但是没有血，也不痛。,14
我梦见我的弟弟被我的朋友误会骗了他的亲戚，所以拿着刀子来找他，我出去阻止却被我这个朋友砍了脖子上两刀，感觉很疼，还出了点血，但我没事，我去向我弟了解情况时，我的那个朋友又来了，把刀插在我们面前，样子很凶，我就醒过来了，感觉很清楚，脖子还有疼的感觉。,20
梦见：被人追杀，走投无路，右手五根手指被人齐根剪断。丝毫不痛，断口仅有血迹，并无鲜血涌出。然后似有再生功能，五根手指全部自己长出。右手完好无损，仅有些许血垢残留。附：最近很累，睡眠不足。感觉梦境好奇怪，十分不解，有颇多困惑，做了这个梦心里有点堵，不知道有何寓意，求大师解梦。,20
晚上做梦梦见楼下的一个角落有一堆土，土里传出来婴儿的笑声，那笑声非常的恐怖，然后自己想醒就是醒不了。好不容易醒了 睡着了以后那笑声有来了。那种好像很不甘心的笑声，让人听了非常不舒服，听着听着我就感觉我被附身了一样，自己好像还流着口水，就像个小孩一样。太吓人了、,7
梦到已故的妈妈给我买了件纱料带红点白地的裙子，也没有和我说话，我拿过裙子之后还穿在身上试了试，还觉得怕别人看到就赶紧脱了下来。妈妈在我的梦境中就给我买了一条裙子，什么也没说，什么也没做。最近总是在梦里梦到妈妈和活着的时候一样，妈妈去世快一周年了,13
梦见下牙出现了上下两层，于是照着镜子把上面的一层拿了下来，大约4-5个，它们好像连在一起，但掉了的位置下面还有牙，但剩下的下层的牙比它旁边的未掉的牙短了，不痛不出血，下层牙有一颗也快掉了，我还用铁丝绑牙，其余位置的牙很好，后来就醒了掉了的下牙是正中的几个牙，平时牙很好，没有健康问题谢谢大师解答,14
我是个男的，昨天梦见被朋友的妻子用刀划伤了胳膊，并且流了血，之后，她用刀又割了我的手腕，没有出血，印象中是好深的口子，我朋友的妻子我没见过，也不知道叫什么。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,20
我昨晚睡觉梦到牙掉了一半，开始是上排左边和下排左边的一半，不是一起全掉，一颗一颗的掉，有的牙用舌头一顶就掉了，有的牙是上下牙一碰就掉，不见血，也不疼也不痒。后来右边的那一半也开始掉，但没掉完就醒了。另本人晚上有磨牙的习惯，偶尔自己都能感觉到磨，还在半睡半醒之间配合这种磨牙，目的是为了找晚上磨牙的感觉。不知道为什么，这种感觉我貌似并不感觉到恶心，相反还有一点想尝试的感觉。,14
梦见左侧下牙一个个的掉的很快 掉了一排，自己还用舌头舔了舔，没牙的感觉很难受，然后就醒了，没有见血。梦见左侧下牙一个个的掉的很快 掉了一排，自己还用舌头舔了舔，没牙的感觉很难受，然后就醒了，没有见血。梦见左侧下牙一个个的掉的很快 掉了一排，自己还用舌头舔了舔，没牙的感觉很难受，然后就醒了，没有见血。梦见左侧下牙一个个的掉的很快 掉了一排，自己还用舌头舔了舔，没牙的感觉很难受，然后就醒了，没有见血。,14
在一座山上，可以看到山水房子，突然下雨了，我和几个朋友就到了一屋檐底下，接着就开始打雷闪电了，然后树就倒了，接着就起火了，当时很害怕，过了一会雨停了，我们就跑回家，但是到了半路，我看到一个底下有点水的水池，于是我挑了一担水就回去了。,14
梦见和前夫在床上玩  不知怎么他的生殖器就被划开了   使劲的滴血【现实生活中和他已经没有关系了   不可能和他在床上玩】当时我就吓蒙了   反应过来后赶紧打120   但是没打通   就急着出门去找医生  这个时候我一直都还在和现在的男朋友发信息聊天   怕现在的男朋友生气  然后 出门就遇见我的大伯和大妈   大妈还在和我说话【大妈去年已经去世了】  这个时候我手里 不知哪里来的很大一块鸡腿   嘴里还在吃   边吃鸡腿边去找医生   这时候又遇见另外一个婶婶  一直陪着我走  我让她回去  她说你不怕了我就回去     因为去找医生的路上要经过一片坟地  我想了想觉得自己害怕   就让她陪自己走过坟地再回去  过坟地时  她一直用手电筒为我照明 等我走过坟地后   她就回去了    我想知道我为什么会做这样的梦    在感情上有什么暗示吗？拜托帮我解一下,12
我坐着船在水面上前进，水上飘着很多浮尸，梦境气氛很诡异，浮尸还未腐烂，但已发白。船是比较大的，不会觉得不安全，船上一女孩跳入河中，当时很担心她出什么事，船上其他两个人却表现得很不在乎。在河道快到一大片水面的时候，浮尸多为女尸，而且都穿着粉红色无袖纱裙，而正前方有几个穿着一样的女子香河道方向走来，梦中的我就猜测这个河道可能是专门安放死者的。,10
一开始我在洗手间照镜子，余光看见镜子里有个小孩，可是我左边什么都没有，然后那小孩出现了我转身动动他，哭了，跑到我后面发现一个阿姨安慰小孩，阿姨不高兴，顺眼看镜子也看不见，这是我走到隔壁房间，是姥姥一家人在吃饭，这时坐在我右边右边的妈妈说还剩一天了，我就哭，所有人都没反应。我问什么感觉，说两腿发麻，为什么，缺乏锻炼。一直哭。然后我妈笑着说送我东西，是个透明圆柱，里面顶中底各一个骰子，我好像并没有拿，哭着哭着我忍住哭泣，问我妈一些平时的琐事，她也回答。然后就醒了,8
昨晚梦见自己老家的土胚房，危房，迎来一帮演艺圈的重要客人，在表演节目的时候，我又在房外，看到枯萎的树枝，将房屋砸塌，没有人员伤亡，所有人都在废墟里找值钱的东西，我在找家里的存折，找不着，这个梦境预示着什么呢？,8
父母的一位女性朋友，三十多岁，有一个四岁左右的儿子，有一群坏人追杀她们母子，她把我和父母叫到她家想要我们帮她抵御这群坏人，坏人来了，我和父母逃掉了，她和她儿子分别被坏人用铁链锁住一只脚，后来在路上她和儿子追上了我们，我发现她和儿子因为要逃跑，把被锁链锁住的那只脚弄断，只剩一个血红的截面,16
骑着别人的自行车或电动车在一个地方不知道怎么的掉下去了，前方是水库混乱中抓到了路边摊的帐篷，向下时被树桩挂住没掉下水，旁边有赶集的，呼救没人应，可能有点远。我就使劲风蹬，弄了一身泥。从水库南边不断蹬一直蹬到北边。又在西边洗了下鞋上的泥。上岸后又发现有一朋友办喜事。便想拿钱凑份子，身上没钱记得车上有。便回头拿发现车没了。就醒了,9
我和老公好象开了一家酒吧，还是我们在酒吧里面干什么，然后突然着火了，老婆本来在外面，看到我没有出来，谁也拦不住，非要冲进去救我。其实我就在门口，我也想出去，而老婆冲进去救我，没有看到我。但我冲出来了，没有看到火，只有烟，然后老婆死了。,9
一开始我好像会飞，飞到了我们的河边，河里发了很大的洪水，我飞在空中看到我邻居的小孩大病初预，跟着河水游下去了。最后好像被他爸给一起拉回上岸了。接着我又往上飞，突然看到了一条大蛇，很多人杀它但最后蛇被我杀死了！还把蛇头给砍下来了。,14
一家子挺好，有天晚上爸爸看到我们家狗，拿着刀说它必须得死。后来和姐姐说话时捅了她一刀，姐死了。爸爸说我和姐必须死。我说能不能不死 ，我想死的好看点，又化妆又把头发剪短，剪的参差不齐。后来爸爸又不杀我了。老舅来我家安慰我妈失女之痛(其实他和我妈妈现实中没那么好)，他带了化尸粉(就是撒人身上人就融化的)，想撒我姐身上。但我姐突然醒了。,9
我是女生，做梦与一名异性一起睡，他好像是我喜欢的那个人又好像不是，我们本来不是睡在一起的，后来睡着睡着就睡到一起了，好像还有一点亲昵动作，我嘴里含有一口水靠近他的嘴，不知道是想亲他还是恶作剧想把水吐在他身上，但是都没有成功，他好像也有点喜欢我，后来就第二天了，他的工作好像还有师傅什么的，他的师傅好像还不太喜欢我。求解,10
我梦见我自己去要账被一个几年的朋友骗，然后被他用刀子扎伤左臂而后和解说过段时间还钱 我出门梦见自己跳进河里抓鱼 好多彩色的鱼 人们抓到小鱼我劝放生 自己抓了几条较大的鱼 左后梦见一条貌似和鲸鱼般大小的鲤鱼和我说话 梦醒,21
刚开始说她要和她男朋友结婚了，她很开心，在梦中我好像也不是特别难过，然后她和她单位的同事一起坐车，像那种公交和大客车，好像是他们单位出去旅游，然后我乔装打扮一起上去了。这个车里很奇怪，前低后高，像有台阶一样的，台阶级数很少，耶不高，感觉很宽很长。然后我在合适的时机表露身份，强制拥抱亲吻她，她感动了，答应和我在一起。然后出了一个事故，我记不起是什么事故了，她死了，我把她埋葬了，这时候发现她男朋友也死了，我把他们埋葬在一起，但不是一个墓穴。有人问我你怎么把他们埋葬在一起，我说怎么可能，只是把他们放在附近罢了。我很难过，伤心。但不知道为什么最后出现了泰坦尼克号（一部非常有名的爱情电影）的男主角，他们都复活了，原来是在演戏，这时候我发现三个都是男的了，没有那个女孩了。,9
昨天晚上我梦见他活了，我活着的姑姑去世了。醒来感觉有些害怕，请大师讲解,13
也不完全是悬崖，是一座高楼，本来是在高楼里玩的，后来就变成了用很多石头垒起来的高垒，我在垒最上方，看着下面瑟瑟发抖。后来摔下去了，背部着地，人没事，包里的相机好像坏了，也没拆开看，就是感觉里面一块块的了。,14
总会梦到男友找情人，每次都是不同的人，这个梦做了快三年了，最近半年就昨天晚上出现一次。求解。,9
梦见有人抱着我的小孩子，突然另外一个人一只手抢过孩子扔出去了，我就哭着对别人说，我的孩子让别人摔死了。这是什么意思呢？,9
我经常梦见自己走到一个山下，山很高，中间有很高很陡的石梯，我往上走，走到山半腰上有气势非常宏伟的庙，两个和尚经常下棋，我去了他们还会说，哎呦，你又来了。然后我就一边喝水一边聊。,12
大师，我梦见很多人披麻戴孝的在一个坟前哭，这些人和坟在一个大沟的左侧，我在右侧，我面朝北走，看见坟和那些人在那里哭，我也就顺着路上给逝者磕了个头，我老婆也跟着磕了一个，但我们不知道逝者是谁，这时候就刮起大风，顺着我们前进的方向刮的风，心理想还是尊敬逝者好吧，刮顺风了，继续向前走，这时脚下的前方有正在燃烧的烧纸，烧纸的燃烧引起了旁边的鞭炮，可是这鞭炮又变成了小礼花，在我头上方不远的位置开花，这时候看见我前面也有人在这里经过，心里想，他们过的时候怎么没有礼花，我过的时候有呢，然后继续走，又发现坟，心理就有些害怕了，就往四周看，看见了释迦牟尼的坟，不是多很清楚的看见，所以就双手合十，口中念叨，阿弥陀佛，保佑我，念了好几遍，然后就醒了，求大师解梦，,13
中午睡觉，梦到我和很多认识的人在森林里，有我三个好朋友，其中一个朋友下了车我去找她，然后突然所有的车都开走了就剩下我一个人在那，然后就看见两头黄色的老虎追我，都能听见老虎的脚步声，后来就醒了。这个梦有什么说法没有啊？,12
昨天晚上我梦见我还在读书，后来在教室里面老师在上面讲课，我坐在最后一排，突然我的牙齿掉了，开始是一颗一颗的掉，后来是从口里一次吐2-3颗，直到吐完。吐着吐着从口里吐出来的是血，吐了很多血。这代表着什么意思啊？,14
刚刚梦到的，我和几个人在爬塔一样的东西，在里面爬楼梯。弟弟爬的快，把我们拉开了距离。忽然我看见头顶上的楼梯在下沉，塔外有人喊塔要塌了，快出来。我赶紧叫弟弟，可是他爬太高听不见。我自己赶紧出了塔，见到了我爸妈，我们就走了。路上我说，弟弟还在塔里，我爸很着急，开车一路逆行到了塔跟前，塔已经塌了，我弟弟被救出来，但是像尸体一样盖着白布，盖住了头。我爸妈掀开布，发现我弟被砸得血肉模糊，但脸是好的。我看见我弟眼睛动了一下，就立刻喊，他还活着，可我无论怎么喊，我爸妈都没有行动，他们相信弟弟真的死了。然后我弟弟旁边一个大妈拿着刀砍我弟弟的身体，就好像砍一直猪一样。我弟弟的肩膀被砍掉一半，我看见弟弟提了下肩膀，然后我伤心死了，想着弟弟没被塔压死，是被活活砍死的！我在梦中大喊，然后醒了。求问大师，这代表什么？谢谢大师了！,9
第一次做梦是在头期过后的第一个周一早上，梦见找妈妈，怎么也找不到。来到一个湖边，借着柳树的阴凉处，遇到了一位身穿破衣的女子，手里拿着三弦琴，那琴弦松的感觉一点儿弹性都没有。我告诉她我的来历后，她说：“听完我的琴声，你就能找到妈妈了。”琴声很美，听着心里暖暖的，舒服极了。可突然琴声消失了，却还是找不到妈妈。于是哭着醒来后，觉得这是一场梦，在半睡半醒时，想想妈妈孩子，可真正清醒的时候发现：噢，妈妈不在了。,9
梦见晚上睡觉的时候同别人做爱，而且迷迷糊糊感觉是老公又觉得不是，但是还想肯定不是老公，他去上班了不回家睡，然后就想挣开眼睛开，就是挣不开，去拿手机打电话给老公又打不出。后来就醒了。觉得心里怪怪的有点怕，急求帮助，谢谢！,14
在北面的一个房间有个年轻女人，我忘记为什么了，我打了她两下，结果她就死了，流了好多血，我害怕了，我没杀过人，我也不想坐牢，这个女人又好像是个榴莲，我轻易地就能抱起她。怕被人发现，我抱着她到南面房间的床上，因为北面这个只有沙发，没东西包她。把她用床单什么的包起来，为了防止血浸湿褥子，我还在床单下面铺了个厚厚的垫子，然后盖上被子装作什么都没发生就出去了。我想出去想想我该怎么处理尸体。在门口还遇到管家婆。,9
我做梦梦见杀了不认识的人之后埋尸体时尸体自己是碎的，我和家人把尸体埋在家不远，埋尸体的地方是家里原来的厕所，尸体和苹果、香蕉埋一起，过了一段时间我把苹果翻了出来，被我妈骂了，最后把坏的苹果捡起打算喂猪。,9
 经常梦见自己 会轻功 不是弹跳力很强的那种 是身体很轻的 会在高处往下 不动漂浮很远 两脚一跑就能飞起来 只要在梦中 我就知道自己会轻功 这就是我的梦中记忆,7
梦中是这样一个场景：到处都是水（但是不深到膝盖），好像是被人追着，然后逃的时候没有在意掉进一个粪池里，（也不深）。从粪池里出来，继续跑，结果又进入了另一个粪池！,14
本人男刚结婚，26岁，今天我梦见自己碰到一个女孩，说了几句话但是没记住说了些什么，意思就是和她说话了，后来在路上走着走着我的手指流血了，血很红从手指滴血，然后我去找医生，医生看到我的手说，自己碰到不干净的东西了，让我注意，后来回家了，然后又看到自己手上出血这次很多血整个手都是鲜红的血，我伸开手看（左手）看到了中指骨骼上缠满了树藤，就是那种藤蔓植物的那种触角须，我很害怕，然后去找那个医生，医生是个4、5十岁的女的，找到她后她说让我上车，然后开车带我去找那个女的，在大门口看到了那个鬼或妖怪的东西是一个女人（后在发现是我家大门口），医生说那得符可能不够，让我帮忙，医生就用符把她定住了，但是她还能动反抗不了，医生给我一根很长的针带红线，说从背后扎到她的心脏扎死她，那女鬼反抗求我别杀她（她好像和我有感情），但是我很害怕，还是刺进去了，看到心脏被刺了出来，然后那女鬼没有立即死去，她突然安静了好像还坐着，看着好像没事一样，皮肤很白，我不知道为什么拉她手一下，想确定她死了没有，但感觉她和我好像有什么感情（生活中不知道她是谁），后来好像我家人也在身边我老婆也在，握了那女的手一下，她就倒在了椅子上，手臂和身体开始变红了，然后就确定她死了 ，梦就结束了，请大师帮忙告诉我这是什么意思？ 这个梦到底告诉我什么？ 有什么预兆…… 在线等大师解梦。,9
我和一朋友在走路，自南向北走。突然发现路的东北方有一栋房子着火。我开始认定这是我们那地方一户人家的房子。就赶紧和他跑过去救火救人。我那朋友在火中救出了一婴儿。而我却帮助主人（夫妻两口子）查到了放火的真凶。是他自己工厂里的工人，因为她感觉受到老板不公的待遇所以才放了这把火。凶手是个女的。而且我的臀部被扎进来些细小的木刺，我还拔了几颗。我好像也是通过谁臀部有小木刺查到真凶的。这个记不太清了。,7
梦到平时很和蔼的三姨在骂我，原因竟然因为为我教他孩子的学习、她说再不用你教我的孩子啦，不用你管，然后让我走开，我就站在老家的外面歇斯底里的哭（哭得很大声，很痛苦，感觉很真实，但醒来后没有哭过的痕迹），妈妈在一旁很为难的表情，但没有说什么。（三姨平时人很好，从来不说人），求解答,9
"梦里开车带儿子去一个朋友开的山庄玩,山庄后面临江而建,江在山庄这里有一个U型静水""湖""面.刚刚到山庄时,儿子下车就从车上摔下来,扶起后,我们准备去玩麻将,然后.....不知咋的,就到处找儿子.在路上来回寻找无果,动员山庄所处的村里人帮找无果....两口子折回去的路上寻找,上了山上大喊儿子的名字,继而往山下""湖""面看,见打鱼人们围在看,心里就想到儿子出事了,两口子就撕心列肺叫喊着,从山顶滚爬下山来，风要到湖时，梦醒了，见儿子在身边睡的很香，心才稍安。、、、、便起床吸烟一根才继续睡。不知何解，敬大师解梦为盼！！！",14
我跟我前男友关系很好 只是闹了点矛盾分开了。  我梦见了我前男友 跟另一个女生在一起 在梦里我很伤心 然后就醒了,9
您好，我最近两个月经常梦见前段时间死去的大嫂，今晚我又梦见了，今晚梦见的是我在她家的客厅，她也在，她与我说她得了不治之症，带着很悲伤的语气与小声哭泣的样子，第二个画面是：我与我儿子都在她家的客厅里，我儿子大喊我叫我看看，我一看，看到大嫂趟在她家客厅里沙发上一动不动，（还梦见她家客厅是关着门的，我惊慌得很）不知道怎么办。第三个画面：大嫂趟在她家客厅里的中央，用长凳子承着，我本来是背着她的，然后，我一转身，发现她这样子，我就大叫一声“啊”然后，走上前去碰了一下她的脸，发现是硬硬的，然后我就跑得飞快去屋外面去叫她老公过来，跟她老公说了之后，她老公好像没什么表情，然后就走回家，她老公就去烧了一些东西，然后，我就梦醒了。。。。。。。。麻烦，帮我解一解吧,23
梦的过程是这样的，老婆要生宝宝了，在送她去医院的路上就好多刚死的人在办丧事，一直挡路，走的很慢，后来到了医院，医生又说宝宝没了，我那个伤心啊！可我进了病房宝宝又好好的！说是及时救过来了，没问题了很健康！这就是梦！好可怕啊！我老婆就快到预产期了！高手帮我解释下！压力大啊！,9
昨天晚上做梦梦见晚上的时候 梦到刚从家门出来走了十几步就有一个老太太一把把我拽住了，然后我就知道他不是人，是鬼，然后和我说了一大堆的话，是什么具体记不清楚了，然后带着我去了一个地方，是哪不知道，但是附近好多的鬼，但是我看不见，只能看见那个老太太。但是每个鬼身边都有一只猫，我看见一个鬼在打一只猫，然后我就过去踢了鬼一脚，然后鬼就追我。我就跑，把他们都甩掉了，然后去了一个全是在世的亲人的地方，一起吃饭。再然后就是去学校上课，然后上着上着就下雨了，但是不知道怎么回事，屋子漏雨。把我们这帮同学和我都浇个落汤鸡。在之后就醒了，请大师解梦，多谢,35
姐姐去世了5个月了，昨晚梦到她还活着，只是身体很弱。在梦中妈妈告诉我姐姐替她去了叶县，我怕她累着，就去找她。还没见到人就醒了,9
梦到在自己不情愿的情况下，被自己的老公拉出去和他玩出，后来两个人都掉进水里了。而且还是冬天~ ,10
前几天，梦见死去的一个人让我给别人发烟。后来有为老者和我说话，接着出来满地的乌龟，各式各样的。还有背到 头之间，长如意头的。老人 替我 算命。还吩咐我该怎么 做，然后 说 他 要 去成仙。我本来想吧这些龟养上的。可 是有 的到水里都变 成船了。还有 的 变成鱼。还 有的变大数被，吃鱼。最后鱼变成了 纸条。写的是我的命运,14
昨夜一梦，自己成了黑社会，正在管理本会的战斗机群，因发动机需要维护更换，遂找了一个熟人换发动机，结果一看换的发动机很简陋，冒火，跟那个人大吵一架，貌似说的不要他的发动机了，此时的我依然很生气，回家把自行车拿到楼下擦干净想兜兜风，擦好后上楼拿车钥匙，下楼后居然上了公交车，坐了一站后下车回头再去找自行车，连在梦中的我都十分郁闷，回去不用说了，十分担心自行车丢了，当然自行车也肯定丢了，车没骑成，郁闷，完了。,11
 梦见我，老公和旧情人三个人站一起我问那女人：你和我老公有没发生关系。她说：有过几次，在公园里好刺激的。脸上很幸福的表情，遂后跟踪她和老公，看见他们在桥头转弯处和人说话，这时那女人居然大着肚子，而后带着孩子跑过去，一把抓着那女人，使劲的打她肚子，结果一看怎么变成个7，8岁的小女孩了，在看过去那女人居然换了身衣服和老公说笑着过来了，跟在后面，听见老公对那女人说：啊妹，还要吃些什么？就醒了,9
大师，今年七月十五前几天我就一直做梦梦见已故的亲人，我的爷爷奶奶姥姥姥爷，还有叔叔都没了，但是就会梦见姥姥和叔叔，在梦里面清晰的知道他们已经死了，每次的梦好像都是我站在边上看他们的生活，有时候他们能看见我有时候不能，看见我的时候对我很凶，这是怎么回事呢？我在枕头底下放剪子了 也不管用。昨天做梦又梦见鬼了，那鬼是半夜照镜子的人就会俯身的样子，很害怕。我家里人这几天也是会梦见我这些已故的亲人，请大师解梦,9
梦是这样的，我梦见一个白莽在我身边经过，然后直接爬向江边，在江中向上游游去，速度相当快，紧跟着他后面出现一群白莽，跟着游，梦中我回到家中，我发现一条黑莽，或者说是黑龙，要吃人，但是却不知道他在什么位置，他突然出现在我妈妈的身后，我大喊了一声然后吓醒了！,19
上半部分，梦到家里的老房子后面的一条河那里，一个朋友死了，不知道怎么死的，然后就在我家老房子后门也就是对着河这里，我们在聊天，我躲在房里，爸妈都睡着了，但可以看到她，有月光，很亮，我们聊了很多，她和我说了很多，类似与我将来的话，都是比较好的；然后我走出门去给她烧纸钱；下半部分，和13岁的弟弟，和妈妈，一起送弟弟去读书，就在我读1-3年纪的那个离家最近的学校，然后要他背书，朗读；后有些（爱情公寓里的演员来了，闯入，我们发生摩擦，但没动手，我们就回家了。）注：最近都没看电视上面的，而且更干净灵异的是，我从小到大，每隔一段时间都会梦到一次那个小学，而且大部分是与灵异有关，有梦到过它本来是个坟场，也有梦到过它里面有很多鬼魂，甚至都是古现代的场景都有。本人女，19岁，求解。谢谢。,7
梦见出去玩，好像是个旅游景点，有一个池塘，刚开始看不清池塘里是什么，只能看见白色的很长很粗的不知道是什么，刚开是以为是蛇，当登上高处向下看的时候一条白龙从水中一跃而起，并且不只一次的跃起，当我想离近点并且拍照的时候发现白龙要抓我，而且只针对我，因为旁边还有其他人，当它抓住我把我带向水里的时候梦就醒了，求大师解梦,19
梦见回老家，老家在山里，进了山就到处都是雾，山上有条路能直接到另一个地方，我看见有两个人从那条路过去，然后路就不见了，回家的路上到处都被水淹了，很不好走，有个男的走在我前面，我跟着那人的脚印走过去，回到家看见哥哥姐姐，坐了一会儿他们就要走了，我坐他们开的车一起走的，返回的路上看见路上的水都不见了，而且路变的很宽很平坦。回到我们住的地方就在路边上看见有两家在办酒席，一家是喜酒，我哥办的，一家是生日宴会。我还和家人一起吃喜酒。吃完喜酒就打牌，一边打还一边卖东西，生意还不错，再来就醒了.梦太乱了，求解！,17
我在梦里经常过段时候就梦见自己牙齿疼，而且松动。就是不掉。基本过段时候就这样梦出现。到底意味着什么？网大师解释啊。跪求,14
您好，最近很困扰，多次在深夜梦见已故的妈妈还活着，几乎每次的场景地点都是妈妈去世时候的家里，每次都是回家突然发现一个身影，然后就发现是妈妈，就哭得不停，妈妈依旧和生前一样，做饭洗衣，而且告诉我很多话，也暗示说她还活着。可是事实上现实中我亲眼看到母亲病死在家里了，这个梦多次发生，每次都是说她还活着，我该如何？这代表着什么？,7
我今年16、女。今天早上做了个梦：我站在马路中间、我暗恋的人穿着一袭白衣从一边直走过来抱起我到另一边，然后就开始强吻我。当时旁边还有三个女生，其中有一个是我的小学同学。他吻我非常舒服，我就情不自禁地和他舌吻，梦就此戛然而止。这是一个没有开始也没有结局的梦，直到现在我还有点失神。哪位大师能帮我指点迷津啊？,7
昨天晚上，我梦见我满身的血在路上走（似乎是被车撞了，记不清楚了），还被人开了一枪，躺到大马路中间，在我快死去时我看见了我去世的奶奶，奶奶对我说了什么（没记住），之后她就走了，过了一会来了一个人，他看我很痛苦，说来解脱我，就露出獠牙咬了我的脖子，我想到他可能是僵尸，我要变成僵尸了，就吓醒来了。,15
昨天晚上做梦梦到 我去找我对象。然后她告诉我她从新找个了不喜欢我了。然后看着她跟她的现任对象手牵手。后来又听到她和我以前的一个朋友说“她跟现在的对象谈不是真的。为的是以跟你谈。”然后我就出现了看这他们。整个梦中我都记着我女朋友的眼一直是哭红的那种状态。做这个梦中间醒了两会接着睡。睡了接着做那个梦。,9
